"name"	"taxRank"	"taxID"	"Mean"	"barcode01.cladeReads"	"barcode02.cladeReads"	"barcode03.cladeReads"	"barcode04.cladeReads"	"barcode05.cladeReads"	"barcode06.cladeReads"	"barcode07.cladeReads"	"barcode08.cladeReads"	"barcode09.cladeReads"	"barcode10.cladeReads"	"barcode11.cladeReads"	"barcode12.cladeReads"	"barcode13.cladeReads"	"Mean.1"	"barcode01.taxonReads"	"barcode02.taxonReads"	"barcode03.taxonReads"	"barcode04.taxonReads"	"barcode05.taxonReads"	"barcode06.taxonReads"	"barcode07.taxonReads"	"barcode08.taxonReads"	"barcode09.taxonReads"	"barcode10.taxonReads"	"barcode11.taxonReads"	"barcode12.taxonReads"	"barcode13.taxonReads"	"Mean.2"	"barcode01.cladeReads.."	"barcode02.cladeReads.."	"barcode03.cladeReads.."	"barcode04.cladeReads.."	"barcode05.cladeReads.."	"barcode06.cladeReads.."	"barcode07.cladeReads.."	"barcode08.cladeReads.."	"barcode09.cladeReads.."	"barcode10.cladeReads.."	"barcode11.cladeReads.."	"barcode12.cladeReads.."	"barcode13.cladeReads.."	"Mean.3"	"barcode01.taxonReads.."	"barcode02.taxonReads.."	"barcode03.taxonReads.."	"barcode04.taxonReads.."	"barcode05.taxonReads.."	"barcode06.taxonReads.."	"barcode07.taxonReads.."	"barcode08.taxonReads.."	"barcode09.taxonReads.."	"barcode10.taxonReads.."	"barcode11.taxonReads.."	"barcode12.taxonReads.."	"barcode13.taxonReads.."	"lineage"
"Streptomyces brevispora"	"S"	887462	42.154	58	44	NA	45	49	46	44	61	64	37	59	41	NA	42.154	58	44	NA	45	49	46	44	61	64	37	59	41	NA	0.0026575	0.003776	0.002843	NA	0.003307	0.003389	0.002084	0.00231	0.002941	0.004774	0.002334	0.003668	0.003121	NA	0.0026575	0.003776	0.002843	NA	0.003307	0.003389	0.002084	0.00231	0.002941	0.004774	0.002334	0.003668	0.003121	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces xinghaiensis"	"S"	1038928	31.923	17	54	23	33	40	37	34	25	32	45	56	19	NA	31.923	17	54	23	33	40	37	34	25	32	45	56	19	NA	0.0020654	0.001107	0.003489	0.002245	0.002425	0.002766	0.001676	0.001785	0.001205	0.002387	0.002838	0.003481	0.001446	NA	0.0020654	0.001107	0.003489	0.002245	0.002425	0.002766	0.001676	0.001785	0.001205	0.002387	0.002838	0.003481	0.001446	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces broussonetiae"	"S"	2686304	44.462	43	36	NA	30	42	100	64	60	36	50	72	45	NA	44.462	43	36	NA	30	42	100	64	60	36	50	72	45	NA	0.0026737	0.002799	0.002326	NA	0.002205	0.002904	0.00453	0.003361	0.002892	0.002685	0.003154	0.004476	0.003426	NA	0.0026737	0.002799	0.002326	NA	0.002205	0.002904	0.00453	0.003361	0.002892	0.002685	0.003154	0.004476	0.003426	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces decoyicus"	"S"	249567	33.615	33	44	37	34	36	31	45	56	36	27	29	29	NA	33.615	33	44	37	34	36	31	45	56	36	27	29	29	NA	0.002189	0.002148	0.002843	0.003612	0.002499	0.00249	0.001404	0.002363	0.002699	0.002685	0.001703	0.001803	0.002208	NA	0.002189	0.002148	0.002843	0.003612	0.002499	0.00249	0.001404	0.002363	0.002699	0.002685	0.001703	0.001803	0.002208	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces clavifer"	"S"	68188	51.462	77	78	NA	59	83	67	88	85	NA	NA	58	74	NA	51.462	77	78	NA	59	83	67	88	85	NA	NA	58	74	NA	0.0031632	0.005013	0.00504	NA	0.004336	0.00574	0.003035	0.004621	0.004097	NA	NA	0.003606	0.005634	NA	0.0031632	0.005013	0.00504	NA	0.004336	0.00574	0.003035	0.004621	0.004097	NA	NA	0.003606	0.005634	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces asoensis"	"S"	249586	20.231	30	NA	NA	NA	20	36	43	51	NA	28	24	31	NA	20.231	30	NA	NA	NA	20	36	43	51	NA	28	24	31	NA	0.001177	0.001953	NA	NA	NA	0.001383	0.001631	0.002258	0.002458	NA	0.001766	0.001492	0.00236	NA	0.001177	0.001953	NA	NA	NA	0.001383	0.001631	0.002258	0.002458	NA	0.001766	0.001492	0.00236	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces nigrescens"	"S"	1920	21.154	28	23	NA	45	29	42	31	33	NA	21	NA	23	NA	21.154	28	23	NA	45	29	42	31	33	NA	21	NA	23	NA	0.0012938	0.001823	0.001486	NA	0.003307	0.002005	0.001903	0.001628	0.001591	NA	0.001325	NA	0.001751	NA	0.0012938	0.001823	0.001486	NA	0.003307	0.002005	0.001903	0.001628	0.001591	NA	0.001325	NA	0.001751	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces mobaraensis"	"S"	35621	12	15	21	NA	12	10	16	12	26	16	16	12	NA	NA	12	15	21	NA	12	10	16	12	26	16	16	12	NA	NA	0.00072792	0.0009766	0.001357	NA	0.000882	0.0006915	0.0007248	0.0006301	0.001253	0.001193	0.001009	0.000746	NA	NA	0.00072792	0.0009766	0.001357	NA	0.000882	0.0006915	0.0007248	0.0006301	0.001253	0.001193	0.001009	0.000746	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces hirsutus"	"S"	35620	35.769	30	51	NA	43	60	56	52	38	32	40	36	27	NA	35.769	30	51	NA	43	60	56	52	38	32	40	36	27	NA	0.0022201	0.001953	0.003295	NA	0.00316	0.004149	0.002537	0.002731	0.001832	0.002387	0.002523	0.002238	0.002056	NA	0.0022201	0.001953	0.003295	NA	0.00316	0.004149	0.002537	0.002731	0.001832	0.002387	0.002523	0.002238	0.002056	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces ficellus"	"S"	1977088	17	15	27	11	18	10	36	23	31	14	15	21	NA	NA	17	15	27	11	18	10	36	23	31	14	15	21	NA	NA	0.0010337	0.0009766	0.001745	0.001074	0.001323	0.0006915	0.001631	0.001208	0.001494	0.001044	0.0009461	0.001305	NA	NA	0.0010337	0.0009766	0.001745	0.001074	0.001323	0.0006915	0.001631	0.001208	0.001494	0.001044	0.0009461	0.001305	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces inhibens"	"S"	2293571	20.769	15	14	NA	18	17	48	29	39	16	26	31	17	NA	20.769	15	14	NA	18	17	48	29	39	16	26	31	17	NA	0.0012317	0.0009766	0.0009046	NA	0.001323	0.001176	0.002175	0.001523	0.00188	0.001193	0.00164	0.001927	0.001294	NA	0.0012317	0.0009766	0.0009046	NA	0.001323	0.001176	0.002175	0.001523	0.00188	0.001193	0.00164	0.001927	0.001294	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces pristinaespiralis"	"S"	38300	15.538	14	20	10	13	15	31	23	21	15	13	15	12	NA	15.538	14	20	10	13	15	31	23	21	15	13	15	12	NA	0.00096778	0.0009115	0.001292	0.0009761	0.0009555	0.001037	0.001404	0.001208	0.001012	0.001119	0.00082	0.0009325	0.0009136	NA	0.00096778	0.0009115	0.001292	0.0009761	0.0009555	0.001037	0.001404	0.001208	0.001012	0.001119	0.00082	0.0009325	0.0009136	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces longhuiensis"	"S"	2880933	7.2308	14	11	NA	NA	NA	16	18	17	NA	18	NA	NA	NA	7.2308	14	11	NA	NA	NA	16	18	17	NA	18	NA	NA	NA	0.0004036	0.0009115	0.0007108	NA	NA	NA	0.0007248	0.0009452	0.0008195	NA	0.001135	NA	NA	NA	0.0004036	0.0009115	0.0007108	NA	NA	NA	0.0007248	0.0009452	0.0008195	NA	0.001135	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces tubercidicus"	"S"	47759	24.923	29	32	24	28	27	44	31	37	NA	37	35	NA	NA	24.923	29	32	24	28	27	44	31	37	NA	37	35	NA	NA	0.0015492	0.001888	0.002068	0.002343	0.002058	0.001867	0.001993	0.001628	0.001784	NA	0.002334	0.002176	NA	NA	0.0015492	0.001888	0.002068	0.002343	0.002058	0.001867	0.001993	0.001628	0.001784	NA	0.002334	0.002176	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces californicus"	"S"	67351	15.923	39	NA	NA	38	NA	41	26	29	NA	NA	34	NA	NA	15.923	39	NA	NA	38	NA	41	26	29	NA	NA	34	NA	NA	0.00092815	0.002539	NA	NA	0.002793	NA	0.001857	0.001365	0.001398	NA	NA	0.002114	NA	NA	0.00092815	0.002539	NA	NA	0.002793	NA	0.001857	0.001365	0.001398	NA	NA	0.002114	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces cinnabarinus"	"S"	67287	194.54	215	186	NA	345	177	443	268	249	173	236	237	NA	NA	194.54	215	186	NA	345	177	443	268	249	173	236	237	NA	NA	0.011714	0.014	0.01202	NA	0.02536	0.01224	0.02007	0.01407	0.012	0.0129	0.01489	0.01473	NA	NA	0.011714	0.014	0.01202	NA	0.02536	0.01224	0.02007	0.01407	0.012	0.0129	0.01489	0.01473	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces griseoviridis"	"S"	45398	24.615	20	37	18	34	36	55	34	43	NA	24	19	NA	NA	24.615	20	37	18	34	36	55	34	43	NA	24	19	NA	NA	0.0014988	0.001302	0.002391	0.001757	0.002499	0.00249	0.002492	0.001785	0.002073	NA	0.001514	0.001181	NA	NA	0.0014988	0.001302	0.002391	0.001757	0.002499	0.00249	0.002492	0.001785	0.002073	NA	0.001514	0.001181	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces vinaceus"	"S"	1960	7.3846	12	18	10	13	NA	14	11	18	NA	NA	NA	NA	NA	7.3846	12	18	10	13	NA	14	11	18	NA	NA	NA	NA	NA	0.00045811	0.0007813	0.001163	0.0009761	0.0009555	NA	0.0006342	0.0005776	0.0008677	NA	NA	NA	NA	NA	0.00045811	0.0007813	0.001163	0.0009761	0.0009555	NA	0.0006342	0.0005776	0.0008677	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces lydicamycinicus"	"S"	1546107	5.6923	12	14	NA	14	13	10	NA	11	NA	NA	NA	NA	NA	5.6923	12	14	NA	14	13	10	NA	11	NA	NA	NA	NA	NA	0.00035363	0.0007813	0.0009046	NA	0.001029	0.000899	0.000453	NA	0.0005303	NA	NA	NA	NA	NA	0.00035363	0.0007813	0.0009046	NA	0.001029	0.000899	0.000453	NA	0.0005303	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces pluripotens"	"S"	1355015	12.385	22	26	21	NA	21	24	28	NA	NA	19	NA	NA	NA	12.385	22	26	21	NA	21	24	28	NA	NA	19	NA	NA	NA	0.00079762	0.001432	0.00168	0.00205	NA	0.001452	0.001087	0.00147	NA	NA	0.001198	NA	NA	NA	0.00079762	0.001432	0.00168	0.00205	NA	0.001452	0.001087	0.00147	NA	NA	0.001198	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces tendae"	"S"	1932	6.6154	12	12	NA	12	11	15	13	11	NA	NA	NA	NA	NA	6.6154	12	12	NA	12	11	15	13	11	NA	NA	NA	NA	NA	0.00039168	0.0007813	0.0007754	NA	0.000882	0.0007607	0.0006795	0.0006826	0.0005303	NA	NA	NA	NA	NA	0.00039168	0.0007813	0.0007754	NA	0.000882	0.0007607	0.0006795	0.0006826	0.0005303	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces xiamenensis"	"S"	408015	4.3077	12	NA	NA	NA	NA	13	20	11	NA	NA	NA	NA	NA	4.3077	12	NA	NA	NA	NA	13	20	11	NA	NA	NA	NA	NA	0.00022696	0.0007813	NA	NA	NA	NA	0.0005889	0.00105	0.0005303	NA	NA	NA	NA	NA	0.00022696	0.0007813	NA	NA	NA	NA	0.0005889	0.00105	0.0005303	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces caniscabiei"	"S"	2746961	8.3846	11	10	14	NA	NA	NA	12	20	12	14	16	NA	NA	8.3846	11	10	14	NA	NA	NA	12	20	12	14	16	NA	NA	0.00054587	0.0007161	0.0006462	0.001367	NA	NA	NA	0.0006301	0.0009641	0.0008951	0.000883	0.0009947	NA	NA	0.00054587	0.0007161	0.0006462	0.001367	NA	NA	NA	0.0006301	0.0009641	0.0008951	0.000883	0.0009947	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces goshikiensis"	"S"	1942	4.8462	11	11	NA	NA	NA	11	15	15	NA	NA	NA	NA	NA	4.8462	11	11	NA	NA	NA	11	15	15	NA	NA	NA	NA	NA	0.00026431	0.0007161	0.0007108	NA	NA	NA	0.0004983	0.0007877	0.0007231	NA	NA	NA	NA	NA	0.00026431	0.0007161	0.0007108	NA	NA	NA	0.0004983	0.0007877	0.0007231	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces gardneri"	"S"	66892	31.846	16	16	NA	NA	18	66	65	78	24	37	43	51	NA	31.846	16	16	NA	NA	18	66	65	78	24	37	43	51	NA	0.0018588	0.001042	0.001034	NA	NA	0.001245	0.00299	0.003413	0.00376	0.00179	0.002334	0.002673	0.003883	NA	0.0018588	0.001042	0.001034	NA	NA	0.001245	0.00299	0.003413	0.00376	0.00179	0.002334	0.002673	0.003883	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces caniferus"	"S"	285557	63.077	32	88	75	77	57	91	81	92	53	67	55	52	NA	63.077	32	88	75	77	57	91	81	92	53	67	55	52	NA	0.0040815	0.002083	0.005686	0.007321	0.005659	0.003942	0.004123	0.004253	0.004435	0.003953	0.004226	0.003419	0.003959	NA	0.0040815	0.002083	0.005686	0.007321	0.005659	0.003942	0.004123	0.004253	0.004435	0.003953	0.004226	0.003419	0.003959	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces dangxiongensis"	"S"	1442032	21.692	18	32	NA	41	20	33	29	40	NA	30	39	NA	NA	21.692	18	32	NA	41	20	33	29	40	NA	30	39	NA	NA	0.0012998	0.001172	0.002068	NA	0.003013	0.001383	0.001495	0.001523	0.001928	NA	0.001892	0.002424	NA	NA	0.0012998	0.001172	0.002068	NA	0.003013	0.001383	0.001495	0.001523	0.001928	NA	0.001892	0.002424	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces pactum"	"S"	68249	12.769	17	NA	NA	18	19	35	36	21	20	NA	NA	NA	NA	12.769	17	NA	NA	18	19	35	36	21	20	NA	NA	NA	NA	0.000748	0.001107	NA	NA	0.001323	0.001314	0.001586	0.00189	0.001012	0.001492	NA	NA	NA	NA	0.000748	0.001107	NA	NA	0.001323	0.001314	0.001586	0.00189	0.001012	0.001492	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces akebiae"	"S"	2865673	9.5385	10	16	NA	13	NA	22	13	23	10	NA	17	NA	NA	9.5385	10	16	NA	13	NA	22	13	23	10	NA	17	NA	NA	0.00055628	0.000651	0.001034	NA	0.0009555	NA	0.0009967	0.0006826	0.001109	0.0007459	NA	0.001057	NA	NA	0.00055628	0.000651	0.001034	NA	0.0009555	NA	0.0009967	0.0006826	0.001109	0.0007459	NA	0.001057	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces argyrophyllae"	"S"	2726118	7.6154	10	12	10	NA	13	16	12	14	NA	NA	12	NA	NA	7.6154	10	12	10	NA	13	16	12	14	NA	NA	12	NA	NA	0.00046748	0.000651	0.0007754	0.0009761	NA	0.000899	0.0007248	0.0006301	0.0006749	NA	NA	0.000746	NA	NA	0.00046748	0.000651	0.0007754	0.0009761	NA	0.000899	0.0007248	0.0006301	0.0006749	NA	NA	0.000746	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Kitasatospora sp. CM 4170"	"S"	3075627	26.154	27	17	18	28	17	51	41	42	19	24	37	19	NA	26.154	27	17	18	28	17	51	41	42	19	24	37	19	NA	0.0016163	0.001758	0.001098	0.001757	0.002058	0.001176	0.00231	0.002153	0.002025	0.001417	0.001514	0.0023	0.001446	NA	0.0016163	0.001758	0.001098	0.001757	0.002058	0.001176	0.00231	0.002153	0.002025	0.001417	0.001514	0.0023	0.001446	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora>unclassified&nbsp;Kitasatospora"
"Kitasatospora sp. MMS16-BH015"	"S"	2018025	17.615	23	15	11	12	14	32	22	27	20	19	20	14	NA	17.615	23	15	11	12	14	32	22	27	20	19	20	14	NA	0.0010997	0.001497	0.0009692	0.001074	0.000882	0.0009681	0.00145	0.001155	0.001302	0.001492	0.001198	0.001243	0.001066	NA	0.0010997	0.001497	0.0009692	0.001074	0.000882	0.0009681	0.00145	0.001155	0.001302	0.001492	0.001198	0.001243	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora>unclassified&nbsp;Kitasatospora"
"Kitasatospora sp. HUAS 3-15"	"S"	3004092	16.538	17	14	16	18	13	31	16	25	10	25	16	14	NA	16.538	17	14	16	18	13	31	16	25	10	25	16	14	NA	0.0010483	0.001107	0.0009046	0.001562	0.001323	0.000899	0.001404	0.0008402	0.001205	0.0007459	0.001577	0.0009947	0.001066	NA	0.0010483	0.001107	0.0009046	0.001562	0.001323	0.000899	0.001404	0.0008402	0.001205	0.0007459	0.001577	0.0009947	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora>unclassified&nbsp;Kitasatospora"
"Kitasatospora sp. NBC_01266"	"S"	2903572	15.462	13	21	20	28	11	33	20	19	11	12	13	NA	NA	15.462	13	21	20	28	11	33	20	19	11	12	13	NA	NA	0.0009862	0.0008464	0.001357	0.001952	0.002058	0.0007607	0.001495	0.00105	0.0009159	0.0008205	0.0007569	0.0008082	NA	NA	0.0009862	0.0008464	0.001357	0.001952	0.002058	0.0007607	0.001495	0.00105	0.0009159	0.0008205	0.0007569	0.0008082	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora>unclassified&nbsp;Kitasatospora"
"Kitasatospora sp. NBC_00458"	"S"	2903568	12.308	13	14	NA	10	13	18	13	25	12	14	17	11	NA	12.308	13	14	NA	10	13	18	13	25	12	14	17	11	NA	0.00075081	0.0008464	0.0009046	NA	0.000735	0.000899	0.0008154	0.0006826	0.001205	0.0008951	0.000883	0.001057	0.0008374	NA	0.00075081	0.0008464	0.0009046	NA	0.000735	0.000899	0.0008154	0.0006826	0.001205	0.0008951	0.000883	0.001057	0.0008374	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora>unclassified&nbsp;Kitasatospora"
"Kitasatospora purpeofusca"	"S"	67352	111.38	157	103	56	84	79	93	90	121	200	202	186	77	NA	111.38	157	103	56	84	79	93	90	121	200	202	186	77	NA	0.0072179	0.01022	0.006656	0.005466	0.006174	0.005463	0.004213	0.004726	0.005833	0.01492	0.01274	0.01156	0.005862	NA	0.0072179	0.01022	0.006656	0.005466	0.006174	0.005463	0.004213	0.004726	0.005833	0.01492	0.01274	0.01156	0.005862	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora"
"Kitasatospora herbaricolor"	"S"	68217	32	41	39	27	32	20	52	54	27	37	28	26	33	NA	32	41	39	27	32	20	52	54	27	37	28	26	33	NA	0.0020544	0.002669	0.00252	0.002635	0.002352	0.001383	0.002356	0.002836	0.001302	0.00276	0.001766	0.001616	0.002512	NA	0.0020544	0.002669	0.00252	0.002635	0.002352	0.001383	0.002356	0.002836	0.001302	0.00276	0.001766	0.001616	0.002512	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora"
"Kitasatospora setae"	"S"	2066	16.846	27	37	21	NA	16	23	28	25	NA	18	24	NA	NA	16.846	27	37	21	NA	16	23	28	25	NA	18	24	NA	NA	0.0010499	0.001758	0.002391	0.00205	NA	0.001106	0.001042	0.00147	0.001205	NA	0.001135	0.001492	NA	NA	0.0010499	0.001758	0.002391	0.00205	NA	0.001106	0.001042	0.00147	0.001205	NA	0.001135	0.001492	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Kitasatospora"
"Actinacidiphila glaucinigra"	"S"	235986	74.769	61	73	58	79	45	132	115	100	55	108	62	84	NA	74.769	61	73	58	79	45	132	115	100	55	108	62	84	NA	0.0047131	0.003971	0.004717	0.005661	0.005806	0.003112	0.00598	0.006039	0.004821	0.004102	0.006812	0.003854	0.006395	NA	0.0047131	0.003971	0.004717	0.005661	0.005806	0.003112	0.00598	0.006039	0.004821	0.004102	0.006812	0.003854	0.006395	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Actinacidiphila"
"Actinacidiphila bryophytorum"	"S"	1436133	20.692	30	23	21	40	17	30	23	12	17	15	21	20	NA	20.692	30	23	21	40	17	30	23	12	17	15	21	20	NA	0.0013687	0.001953	0.001486	0.00205	0.00294	0.001176	0.001359	0.001208	0.0005785	0.001268	0.0009461	0.001305	0.001523	NA	0.0013687	0.001953	0.001486	0.00205	0.00294	0.001176	0.001359	0.001208	0.0005785	0.001268	0.0009461	0.001305	0.001523	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Actinacidiphila"
"Streptacidiphilus sp. P02-A3a"	"S"	2704468	17.385	22	35	12	21	14	28	19	22	16	NA	14	23	NA	17.385	22	35	12	21	14	28	19	22	16	NA	14	23	NA	0.0011167	0.001432	0.002262	0.001171	0.001543	0.0009681	0.001268	0.0009977	0.001061	0.001193	NA	0.0008703	0.001751	NA	0.0011167	0.001432	0.002262	0.001171	0.001543	0.0009681	0.001268	0.0009977	0.001061	0.001193	NA	0.0008703	0.001751	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptacidiphilus>unclassified&nbsp;Streptacidiphilus"
"Streptacidiphilus sp. PB12-B1b"	"S"	2705012	12.385	20	17	NA	14	16	20	14	22	NA	10	15	13	NA	12.385	20	17	NA	14	16	20	14	22	NA	10	15	13	NA	0.00075308	0.001302	0.001098	NA	0.001029	0.001106	0.0009061	0.0007351	0.001061	NA	0.0006307	0.0009325	0.0009897	NA	0.00075308	0.001302	0.001098	NA	0.001029	0.001106	0.0009061	0.0007351	0.001061	NA	0.0006307	0.0009325	0.0009897	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptacidiphilus>unclassified&nbsp;Streptacidiphilus"
"Peterkaempfera bronchialis"	"S"	2126346	23.231	29	48	34	33	22	24	32	24	32	NA	24	NA	NA	23.231	29	48	34	33	22	24	32	24	32	NA	24	NA	NA	0.0015429	0.001888	0.003102	0.003319	0.002425	0.001521	0.001087	0.00168	0.001157	0.002387	NA	0.001492	NA	NA	0.0015429	0.001888	0.003102	0.003319	0.002425	0.001521	0.001087	0.00168	0.001157	0.002387	NA	0.001492	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Peterkaempfera"
