"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Lactobacillus kullabergensis"	"S"	1218493	32	NA	NA	32	NA	NA	NA	NA	0.0003585	NA	NA	0.0003585	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus apis"	"S"	303541	31	NA	NA	31	NA	NA	NA	NA	0.0003473	NA	NA	0.0003473	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Leuconostoc lactis"	"S"	1246	4071	NA	NA	4071	40	65	38	2659	0.06055	NA	NA	0.04561	0.000455	0.0007392	0.0004332	0.06055	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc citreum"	"S"	33964	16460	NA	NA	593	149	150	152	16460	0.3748	NA	NA	0.006644	0.001695	0.001706	0.001733	0.3748	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc falkenbergense"	"S"	2766470	25644	NA	NA	320	235	226	230	25644	0.5839	NA	NA	0.003585	0.002673	0.00257	0.002622	0.5839	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc pseudomesenteroides"	"S"	33968	25577	NA	NA	288	105	99	101	25577	0.5824	NA	NA	0.003227	0.001194	0.001126	0.001151	0.5824	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc mesenteroides"	"S"	1245	5815	NA	NA	241	155	160	151	5815	0.1324	NA	NA	0.0027	0.001763	0.00182	0.001721	0.1324	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc garlicum"	"S"	255248	191	NA	NA	150	NA	NA	NA	191	0.004349	NA	NA	0.001681	NA	NA	NA	0.004349	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc carnosum"	"S"	1252	989	NA	NA	90	39	50	NA	989	0.02252	NA	NA	0.001008	0.0004436	0.0005686	NA	0.02252	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc gasicomitatum"	"S"	115778	711	NA	NA	64	NA	NA	NA	711	0.01619	NA	NA	0.000717	NA	NA	NA	0.01619	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc>Leuconostoc&nbsp;gelidum&nbsp;group"
"Ligilactobacillus ruminis"	"S"	1623	6175	NA	NA	3965	6175	6017	6035	3237	0.07371	NA	NA	0.04442	0.07024	0.06843	0.0688	0.07371	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus salivarius"	"S"	1624	459	NA	NA	459	290	250	253	256	0.005829	NA	NA	0.005143	0.003299	0.002843	0.002884	0.005829	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus agilis"	"S"	1601	401	NA	NA	401	94	87	79	57	0.004493	NA	NA	0.004493	0.001069	0.0009894	0.0009006	0.001298	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus murinus"	"S"	1622	197	NA	NA	197	112	93	106	43	0.002207	NA	NA	0.002207	0.001274	0.001058	0.001208	0.0009791	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus animalis"	"S"	1605	91	NA	NA	91	79	67	75	NA	0.00102	NA	NA	0.00102	0.0008986	0.0007619	0.000855	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus acidipiscis"	"S"	89059	102	NA	NA	82	54	34	49	102	0.002323	NA	NA	0.0009187	0.0006142	0.0003866	0.0005586	0.002323	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus cholophilus"	"S"	3050131	84	NA	NA	55	80	84	80	NA	0.0009553	NA	NA	0.0006162	0.0009099	0.0009553	0.000912	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus saerimneri"	"S"	228229	43	NA	NA	43	NA	NA	NA	NA	0.0004818	NA	NA	0.0004818	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus aviarius"	"S"	1606	39	NA	NA	37	39	31	33	NA	0.0004436	NA	NA	0.0004145	0.0004436	0.0003525	0.0003762	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Limosilactobacillus mucosae"	"S"	97478	872	NA	NA	872	62	74	66	NA	0.00977	NA	NA	0.00977	0.0007052	0.0008415	0.0007524	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus reuteri"	"S"	1598	601	NA	NA	601	214	202	189	141	0.006733	NA	NA	0.006733	0.002434	0.002297	0.002155	0.003211	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus pontis"	"S"	35787	122	NA	NA	122	NA	NA	NA	NA	0.001367	NA	NA	0.001367	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus vaginalis"	"S"	1633	97	NA	NA	97	NA	35	NA	NA	0.001087	NA	NA	0.001087	NA	0.000398	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus oris"	"S"	1632	70	NA	NA	70	36	36	43	NA	0.0007843	NA	NA	0.0007843	0.0004095	0.0004094	0.0004902	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus panis"	"S"	47493	72	NA	NA	38	NA	NA	NA	72	0.001639	NA	NA	0.0004257	NA	NA	NA	0.001639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Lactiplantibacillus argentoratensis"	"S"	271881	16169	NA	NA	504	NA	NA	NA	16169	0.3682	NA	NA	0.005647	NA	NA	NA	0.3682	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Lactiplantibacillus pentosus"	"S"	1589	4437	NA	NA	313	76	43	65	4437	0.101	NA	NA	0.003507	0.0008644	0.000489	0.000741	0.101	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Lactiplantibacillus paraplantarum"	"S"	60520	1139	NA	NA	110	NA	NA	NA	1139	0.02593	NA	NA	0.001232	NA	NA	NA	0.02593	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Lactiplantibacillus carotarum"	"S"	2993456	3465	NA	NA	102	NA	NA	NA	3465	0.0789	NA	NA	0.001143	NA	NA	NA	0.0789	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Weissella cibaria"	"S"	137591	2785	NA	NA	781	333	346	361	2785	0.06341	NA	NA	0.00875	0.003788	0.003935	0.004115	0.06341	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella confusa"	"S"	1583	4586	NA	NA	278	206	230	195	4586	0.1044	NA	NA	0.003115	0.002343	0.002616	0.002223	0.1044	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella jogaejeotgali"	"S"	1631871	239	NA	NA	239	NA	NA	NA	164	0.003734	NA	NA	0.002678	NA	NA	NA	0.003734	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella paramesenteroides"	"S"	1249	1192	NA	NA	140	46	42	39	1192	0.02714	NA	NA	0.001569	0.0005232	0.0004776	0.0004446	0.02714	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella koreensis"	"S"	165096	45	NA	NA	45	NA	NA	NA	35	0.0007969	NA	NA	0.0005042	NA	NA	NA	0.0007969	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Lacticaseibacillus rhamnosus"	"S"	47715	502	NA	NA	221	79	72	79	502	0.01143	NA	NA	0.002476	0.0008986	0.0008188	0.0009006	0.01143	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Lacticaseibacillus pabuli"	"S"	3025672	165	NA	NA	121	NA	NA	NA	165	0.003757	NA	NA	0.001356	NA	NA	NA	0.003757	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Lacticaseibacillus manihotivorans"	"S"	88233	1943	NA	NA	118	37	NA	NA	1943	0.04424	NA	NA	0.001322	0.0004208	NA	NA	0.04424	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Lacticaseibacillus pantheris"	"S"	171523	302	NA	NA	49	NA	NA	NA	302	0.006877	NA	NA	0.000549	NA	NA	NA	0.006877	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Levilactobacillus zymae"	"S"	267363	2371	NA	NA	103	NA	NA	33	2371	0.05399	NA	NA	0.001154	NA	NA	0.0003762	0.05399	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Levilactobacillus"
"Levilactobacillus koreensis"	"S"	637971	727	NA	NA	52	NA	NA	36	727	0.01655	NA	NA	0.0005826	NA	NA	0.0004104	0.01655	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Levilactobacillus"
"Levilactobacillus namurensis"	"S"	380393	739	NA	NA	45	NA	NA	NA	739	0.01683	NA	NA	0.0005042	NA	NA	NA	0.01683	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Levilactobacillus"
"Pediococcus acidilactici"	"S"	1254	400	NA	NA	400	85	95	69	228	0.005192	NA	NA	0.004482	0.0009668	0.00108	0.0007866	0.005192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus>Pediococcus&nbsp;acidilactici&nbsp;group"
"Pediococcus pentosaceus"	"S"	1255	454	NA	NA	160	74	61	56	454	0.01034	NA	NA	0.001793	0.0008417	0.0006937	0.0006384	0.01034	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus inopinatus"	"S"	114090	300	NA	NA	102	50	41	41	300	0.006831	NA	NA	0.001143	0.0005687	0.0004663	0.0004674	0.006831	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus claussenii"	"S"	187452	306	NA	NA	67	NA	NA	NA	306	0.006968	NA	NA	0.0007507	NA	NA	NA	0.006968	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus damnosus"	"S"	51663	405	NA	NA	42	NA	NA	NA	405	0.009222	NA	NA	0.0004706	NA	NA	NA	0.009222	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Lentilactobacillus kefiri"	"S"	33962	1561	NA	NA	314	NA	36	NA	1561	0.03554	NA	NA	0.003518	NA	0.0004094	NA	0.03554	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lentilactobacillus"
"Lentilactobacillus buchneri"	"S"	1581	835	NA	NA	184	NA	NA	NA	835	0.01901	NA	NA	0.002061	NA	NA	NA	0.01901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lentilactobacillus"
"Lentilactobacillus parabuchneri"	"S"	152331	765	NA	NA	113	NA	NA	NA	765	0.01742	NA	NA	0.001266	NA	NA	NA	0.01742	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lentilactobacillus"
"Lentilactobacillus hilgardii"	"S"	1588	261	NA	NA	86	117	101	108	261	0.005943	NA	NA	0.0009635	0.001331	0.001149	0.001231	0.005943	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lentilactobacillus"
"Lentilactobacillus laojiaonis"	"S"	2883998	49	NA	NA	49	NA	33	46	NA	0.000549	NA	NA	0.000549	NA	0.0003753	0.0005244	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lentilactobacillus"
"Latilactobacillus curvatus"	"S"	28038	824	NA	NA	529	143	111	126	824	0.01876	NA	NA	0.005927	0.001627	0.001262	0.001436	0.01876	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Latilactobacillus"
"Latilactobacillus sakei"	"S"	1599	18876	NA	NA	137	73	111	91	18876	0.4298	NA	NA	0.001535	0.0008303	0.001262	0.001037	0.4298	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Latilactobacillus"
"Latilactobacillus fuchuensis"	"S"	164393	31	NA	NA	31	NA	NA	NA	31	0.0007059	NA	NA	0.0003473	NA	NA	NA	0.0007059	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Latilactobacillus"
"Companilactobacillus heilongjiangensis"	"S"	1074467	144	NA	NA	112	NA	NA	NA	144	0.003279	NA	NA	0.001255	NA	NA	NA	0.003279	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus zhachilii"	"S"	2304606	150	NA	NA	74	NA	NA	NA	150	0.003415	NA	NA	0.0008291	NA	NA	NA	0.003415	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus paralimentarius"	"S"	83526	404	NA	NA	72	59	52	65	404	0.009199	NA	NA	0.0008067	0.0006711	0.0005913	0.000741	0.009199	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus ginsenosidimutans"	"S"	1007676	61	NA	NA	61	35	34	NA	42	0.0009563	NA	NA	0.0006834	0.0003981	0.0003866	NA	0.0009563	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus farciminis"	"S"	1612	120	NA	NA	64	NA	NA	NA	120	0.002732	NA	NA	0.000717	NA	NA	NA	0.002732	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus allii"	"S"	1847728	53	NA	NA	45	53	43	36	32	0.0007286	NA	NA	0.0005042	0.0006028	0.000489	0.0004104	0.0007286	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus futsaii"	"S"	938155	194	NA	NA	49	66	58	46	194	0.004417	NA	NA	0.000549	0.0007507	0.0006596	0.0005244	0.004417	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus alimentarius"	"S"	1602	85	NA	NA	43	NA	NA	NA	85	0.001935	NA	NA	0.0004818	NA	NA	NA	0.001935	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus crustorum"	"S"	392416	154	NA	NA	36	NA	NA	51	154	0.003507	NA	NA	0.0004033	NA	NA	0.0005814	0.003507	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus pabuli"	"S"	2714036	69	NA	NA	38	NA	NA	NA	69	0.001571	NA	NA	0.0004257	NA	NA	NA	0.001571	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Loigolactobacillus coryniformis"	"S"	1610	560	NA	NA	206	81	84	74	560	0.01275	NA	NA	0.002308	0.0009213	0.0009553	0.0008436	0.01275	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Loigolactobacillus"
"Loigolactobacillus backii"	"S"	375175	431	NA	NA	117	NA	NA	NA	431	0.009814	NA	NA	0.001311	NA	NA	NA	0.009814	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Loigolactobacillus"
"Loigolactobacillus bifermentans"	"S"	1607	132	NA	NA	77	NA	34	NA	132	0.003006	NA	NA	0.0008627	NA	0.0003866	NA	0.003006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Loigolactobacillus"
"Apilactobacillus bombintestini"	"S"	2419772	144	NA	NA	144	NA	NA	NA	NA	0.001613	NA	NA	0.001613	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Apilactobacillus"
"Apilactobacillus kunkeei"	"S"	148814	153	NA	NA	153	NA	42	45	34	0.001714	NA	NA	0.001714	NA	0.0004776	0.000513	0.0007742	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Apilactobacillus"
"Apilactobacillus apisilvae"	"S"	2923364	48	NA	NA	48	37	NA	NA	NA	0.0005378	NA	NA	0.0005378	0.0004208	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Apilactobacillus"
"Liquorilactobacillus nagelii"	"S"	82688	948	NA	NA	172	60	43	71	948	0.02159	NA	NA	0.001927	0.0006824	0.000489	0.0008094	0.02159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Liquorilactobacillus"
"Liquorilactobacillus hordei"	"S"	468911	91	NA	NA	91	58	45	51	81	0.001844	NA	NA	0.00102	0.0006597	0.0005117	0.0005814	0.001844	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Liquorilactobacillus"
"Liquorilactobacillus mali"	"S"	1618	85	NA	NA	41	85	78	80	69	0.001571	NA	NA	0.0004594	0.0009668	0.000887	0.000912	0.001571	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Liquorilactobacillus"
"Schleiferilactobacillus harbinensis"	"S"	304207	257	NA	NA	151	47	42	41	257	0.005852	NA	NA	0.001692	0.0005346	0.0004776	0.0004674	0.005852	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Schleiferilactobacillus"
"Paucilactobacillus hokkaidonensis"	"S"	1193095	102	NA	NA	49	NA	34	NA	102	0.002323	NA	NA	0.000549	NA	0.0003866	NA	0.002323	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Paucilactobacillus"
"Paucilactobacillus oligofermentans"	"S"	293371	50	NA	NA	46	NA	NA	NA	50	0.001138	NA	NA	0.0005154	NA	NA	NA	0.001138	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Paucilactobacillus"
"Paucilactobacillus nenjiangensis"	"S"	1296540	301	NA	NA	47	NA	NA	NA	301	0.006854	NA	NA	0.0005266	NA	NA	NA	0.006854	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Paucilactobacillus"
"Xylocopilactobacillus apis"	"S"	2932183	98	NA	NA	98	41	47	NA	NA	0.001098	NA	NA	0.001098	0.0004663	0.0005345	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Xylocopilactobacillus"
"Xylocopilactobacillus apicola"	"S"	2932184	33	NA	NA	33	NA	NA	NA	NA	0.0003697	NA	NA	0.0003697	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Xylocopilactobacillus"
"Fructilactobacillus sanfranciscensis"	"S"	1625	89	NA	NA	89	NA	NA	NA	86	0.001958	NA	NA	0.0009971	NA	NA	NA	0.001958	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Fructilactobacillus"
"Oenococcus oeni"	"S"	1247	57	NA	NA	51	NA	NA	NA	57	0.001298	NA	NA	0.0005714	NA	NA	NA	0.001298	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Oenococcus"
"Oenococcus kitaharae"	"S"	336988	32	NA	NA	32	NA	NA	31	NA	0.0003585	NA	NA	0.0003585	NA	NA	0.0003534	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Oenococcus"
"Bombilactobacillus bombi"	"S"	1303590	63	NA	NA	39	NA	52	NA	63	0.001435	NA	NA	0.0004369	NA	0.0005913	NA	0.001435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Bombilactobacillus"
"Bombilactobacillus thymidiniphilus"	"S"	2923363	38	NA	NA	38	NA	NA	NA	NA	0.0004257	NA	NA	0.0004257	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Bombilactobacillus"
"Secundilactobacillus paracollinoides"	"S"	240427	442	NA	NA	77	NA	NA	NA	442	0.01006	NA	NA	0.0008627	NA	NA	NA	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Secundilactobacillus"
"Periweissella cryptocerci"	"S"	2506420	76	NA	NA	76	NA	NA	NA	NA	0.0008515	NA	NA	0.0008515	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Periweissella"
"Furfurilactobacillus rossiae"	"S"	231049	222	NA	NA	75	NA	NA	NA	222	0.005055	NA	NA	0.0008403	NA	NA	NA	0.005055	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Furfurilactobacillus"
"Lapidilactobacillus dextrinicus"	"S"	51664	73	NA	NA	73	42	42	43	NA	0.0008179	NA	NA	0.0008179	0.0004777	0.0004776	0.0004902	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lapidilactobacillus"
"Streptococcus alactolyticus"	"S"	29389	3099	NA	NA	3099	48	NA	42	NA	0.03472	NA	NA	0.03472	0.000546	NA	0.0004788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus suis"	"S"	1307	2782	NA	NA	2782	1821	1857	1838	91	0.03117	NA	NA	0.03117	0.02071	0.02112	0.02095	0.002072	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
